sdtname,object-id,st-area(shape),district,timeperiod,total-tender-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,max-rain,mean-rain,count,sum-rain,inundation-pct,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,schools-count,total-rail-length,rail-count,total-road-length,health-centres-count,stname,dtname,st-area-sh,st-length-,remarks,dist-lgd,state-lgd,subdt-lgd,ac-no,st-length(shape),elevation-mean,slope-mean,stcode11,dtcode11,sub-district-code,urban-hhd,urban-electricity,urban-tele,urban-hhd-pipe,urban-no-sanitation,rural-hhd,total-hhd,avg-electricity,avg-tele,sd-piped-hhds-pct,sd-nosanitation-hhds-pct,total-hhd.1,exposure,flood-hazard,government-response,vulnerability,financial-year,total-tender-awarded-value-fy-cumsum,repair-and-restoration-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score
Tirwa,09-160-00835,923448448.9822048,Kannauj,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.87,34931.0,52211.0,542872.0,584,0.0,0.0,138774.0,71.0,UTTAR PRADESH,Kannauj,0.0,0.0,0.0,155.0,9.0,835.0,197.0,214309.34243889296,140.0,68.33541251113455,9.0,160.0,835.0,2243.276473335598,44865.52946671196,6729.829420006794,420.1656834557575,141.32641782014267,87951.0,90194.0,10.8,2.0,24.31,6.88,90194.0,1,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.28486235958274647,2
Amritpur,09-159-00831,450643772.9747722,Farrukhabad,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.86,11676.0,19888.0,196672.0,334,0.0,0.0,36737.0,34.0,UTTAR PRADESH,Farrukhabad,0.0,0.0,0.0,141.0,9.0,831.0,193.0,184270.5597789141,138.0,63.08995106755558,9.0,159.0,831.0,65.95614225968072,1319.1228451936145,197.86842677904215,12.353585445238195,4.1552369623598855,41597.0,41663.0,8.6,3.0,18.1,7.47,41663.0,1,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.28486235958274647,2
Sawayajpur,09-155-00810,1324210410.3154204,Hardoi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,948.0,0.0,0.0,0.0,0.0,0.0,0.86,42179.0,62684.0,638336.0,881,0.0,0.0,138610.0,75.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,810.0,154.0,264085.3285740698,137.0,67.57127251153088,9.0,155.0,810.0,5429.8942947387695,108597.8858947754,16289.682884216309,1017.0192014045716,342.0833405685425,102271.0,107701.0,9.6,2.0,9.22,16.45,107701.0,1,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.28486235958274647,2
Nighasan,09-153-00797,1118688097.800982,Kheri,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476447.0,289,23270.0,10.0,82051.0,66.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,797.0,138.0,260105.026329264,141.0,65.19591230419825,9.0,153.0,797.0,3375.5882727581525,67511.76545516305,10126.764818274458,632.247683487602,212.6620611837636,91602.0,94978.0,10.9,2.0,22.61,11.79,94978.0,1,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.28486235958274647,2
Chakarnagar,09-161-00840,639377961.9413606,Etawah,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.86,14329.0,17252.0,186427.0,280,0.0,0.0,23210.0,34.0,UTTAR PRADESH,Etawah,0.0,0.0,0.0,139.0,9.0,840.0,201.0,173620.59159028914,132.0,72.48130897005784,9.0,161.0,840.0,97.83579950747284,1956.7159901494565,293.5073985224185,18.32464524774966,6.1636553689707885,29573.0,29671.0,11.2,2.0,11.01,9.25,29671.0,1,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.28486235958274647,2
Ikauna,09-181-00924,764624621.9862597,Shravasti,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.87,38270.0,72594.0,618778.0,594,0.0,0.0,103758.0,55.0,UTTAR PRADESH,Shravasti,0.0,0.0,0.0,181.0,9.0,924.0,290.0,246256.91281488095,117.0,65.58745604623246,9.0,181.0,924.0,5632.093970257303,112641.87940514606,16896.28191077191,1054.8912006291928,354.8219201262101,92852.0,98484.0,11.2,2.0,13.56,7.98,98484.0,1,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.28486235958274647,2
Bhadohi,09-198-00997,434049751.43031913,Bhadohi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.95,39044.0,56983.0,571361.0,732,42237.0,10.0,138669.0,84.0,UTTAR PRADESH,Bhadohi,0.0,0.0,0.0,179.0,9.0,997.0,392.0,252252.82313762995,85.0,66.8855282947383,9.0,198.0,997.0,8411.925234587297,168238.50469174594,25235.775703761898,1575.5535964382009,529.9512897789997,177420.0,185832.0,10.7,2.0,7.37,10.94,185832.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Jaunpur,09-194-00984,879194998.2781557,Jaunpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,0.0,0.0,0.0,1.02,97156.0,108832.0,1203059.0,1389,75834.0,24.0,280163.0,108.0,UTTAR PRADESH,Jaunpur,0.0,0.0,0.0,152.0,9.0,984.0,367.0,225759.4206010225,83.0,64.62387627773856,9.0,194.0,984.0,14596.52900695801,291930.5801391602,43789.58702087403,2733.9298830032353,919.5813274383546,172626.0,187223.0,11.3,2.0,10.3,9.18,187223.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Sakaldiha,09-196-00992,816969980.0739149,Chandauli,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.91,60868.0,79168.0,824273.0,943,37655.0,13.0,185597.0,94.0,UTTAR PRADESH,Chandauli,0.0,0.0,0.0,135.0,9.0,992.0,381.0,181335.8696420513,72.0,66.22349918232007,9.0,196.0,992.0,2128.2335364300275,42564.67072860055,6384.700609290083,398.61814137334414,134.07871279509172,127018.0,129146.0,10.3,2.0,9.56,6.96,129146.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Soraon,09-175-00888,825801494.416677,Prayagraj,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.89,61656.0,85214.0,940177.0,791,65356.0,12.0,371253.0,128.0,UTTAR PRADESH,Prayagraj,0.0,0.0,0.0,120.0,9.0,888.0,254.0,222209.40202215637,95.0,71.10365690790229,9.0,175.0,888.0,7177.330711198891,143546.6142239778,21531.992133596672,1344.314042207552,452.1718348055301,157437.0,164614.0,11.5,2.0,12.92,11.11,164614.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Bansdih,09-193-00979,687161443.116386,Ballia,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.93,67821.0,73404.0,849486.0,628,14905.0,4.0,153391.0,69.0,UTTAR PRADESH,Ballia,0.0,0.0,0.0,126.0,9.0,979.0,362.0,181512.823160116,58.0,69.04483335444337,9.0,193.0,979.0,10669.027630349863,213380.5526069973,32007.082891049595,1998.3088751645296,672.1487407120414,143399.0,154068.0,11.1,2.0,6.98,9.28,154068.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Gyanpur,09-198-00998,493574335.31265134,Bhadohi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.94,54807.0,81633.0,817368.0,873,14182.0,2.0,133986.0,80.0,UTTAR PRADESH,Bhadohi,0.0,0.0,0.0,179.0,9.0,998.0,393.0,198982.5604937233,85.0,67.20130542035866,9.0,198.0,998.0,9656.865022078806,193137.3004415761,28970.59506623642,1808.7308186353605,608.3824963909648,154597.0,164254.0,11.1,2.0,14.85,7.86,164254.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Tamkuhi Raj,09-189-00958,830119980.0830854,Kushi Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,0.0,0.95,81080.0,112872.0,1162813.0,1165,33446.0,9.0,236184.0,103.0,UTTAR PRADESH,Kushi Nagar,0.0,0.0,0.0,160.0,9.0,958.0,331.0,215505.8008557924,77.0,65.00374064535235,9.0,189.0,958.0,5018.632494055707,100372.64988111414,15055.897482167122,939.989866136634,316.17384712550955,182403.0,187422.0,10.8,2.0,27.64,11.96,187422.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Nichlaul,09-187-00945,882407531.860894,Maharajganj,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.93,54474.0,76194.0,806732.0,521,16776.0,4.0,109676.0,62.0,UTTAR PRADESH,Maharajganj,0.0,0.0,0.0,164.0,9.0,945.0,317.0,237980.831733881,98.0,62.398206234802856,9.0,187.0,945.0,7613.336022418479,152266.72044836957,22840.008067255436,1425.977836998981,479.6401694123642,170238.0,177851.0,10.2,2.0,12.58,12.24,177851.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Nautanwa,09-187-00944,841492260.8889315,Maharajganj,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.93,49366.0,69007.0,726882.0,551,25993.0,6.0,95062.0,64.0,UTTAR PRADESH,Maharajganj,0.0,0.0,0.0,164.0,9.0,944.0,316.0,245863.45668541113,96.0,66.34971053721596,9.0,187.0,944.0,6949.438901154892,138988.77802309784,20848.316703464676,1301.6299061863112,437.81465077275817,137433.0,144382.0,10.1,2.0,6.71,10.19,144382.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Sultanpur,09-179-00915,957262336.5347708,Sultanpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.97,86621.0,98329.0,1130181.0,1179,67773.0,24.0,251230.0,97.0,UTTAR PRADESH,Sultanpur,0.0,0.0,0.0,185.0,9.0,915.0,187.0,247835.73790114885,98.0,69.46535388876357,9.0,179.0,915.0,20146.81566321332,402936.3132642663,60440.44698963995,3773.4985737198544,1269.249386782439,153345.0,173492.0,10.9,2.0,12.71,7.82,173492.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Khalilabad,09-186-00942,737000998.2271909,Sant Kabeer Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.96,65071.0,89136.0,886640.0,876,22378.0,5.0,197174.0,91.0,UTTAR PRADESH,Sant Kabeer Nagar,0.0,0.0,0.0,178.0,9.0,942.0,313.0,250273.51219316848,82.0,68.62436266205421,9.0,186.0,942.0,1856.0516357421875,37121.03271484376,5568.154907226563,347.63847137451177,116.93125305175782,141216.0,143072.0,10.9,2.0,21.31,9.96,143072.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Harraiya,09-185-00938,1584605434.593428,Basti,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.95,82427.0,108312.0,1125767.0,1490,13232.0,4.0,424764.0,138.0,UTTAR PRADESH,Basti,0.0,0.0,0.0,131.0,9.0,938.0,307.0,260821.62112230348,91.0,68.76481184884275,9.0,185.0,938.0,1620.8703215225885,32417.40643045177,4862.610964567765,303.58901122118084,102.11483025592308,209780.0,211401.0,10.9,2.0,7.94,7.37,211401.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Khaga,09-172-00879,1529498178.1888263,Fatehpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.89,72449.0,88042.0,979752.0,1024,21177.0,3.0,235764.0,102.0,UTTAR PRADESH,Fatehpur,0.0,0.0,0.0,142.0,9.0,879.0,243.0,255817.1498863021,106.0,71.65954200268334,9.0,172.0,879.0,6058.113078241763,121162.26156483528,18174.33923472529,1134.6845795546822,381.66112392923105,209538.0,215596.0,9.6,2.0,6.89,10.38,215596.0,2,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.28336890498031325,2
Gorakhpur,09-188-00950,1061135579.6206048,Gorakhpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.94,145189.0,164635.0,1950054.0,1479,56555.0,13.0,343451.0,172.0,UTTAR PRADESH,Gorakhpur,0.0,0.0,0.0,148.0,9.0,950.0,321.0,265766.6696929081,78.0,65.78303248308579,9.0,188.0,950.0,147972.54198820694,2959450.8397641387,443917.6259646209,27715.25711439116,9322.270145257038,182863.0,330836.0,15.5,2.0,19.62,5.34,330836.0,4,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.27744866047974154,2
Chandauli,09-196-00993,801104993.3798236,Chandauli,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.91,73278.0,95841.0,1011236.0,985,69657.0,33.0,255106.0,124.0,UTTAR PRADESH,Chandauli,0.0,0.0,0.0,135.0,9.0,993.0,383.0,258244.84675443068,75.0,64.7084936856986,9.0,196.0,993.0,12465.642846148949,249312.85692297897,37396.928538446846,2334.814905083698,785.3354993073838,105137.0,117603.0,10.8,2.0,7.71,8.12,117603.0,2,1,1,5,2025-2026,4893278.3,4893278.3,0.0,0.0,0.27444584134271993,1
Zamania,09-195-00991,879840663.3432323,Ghazipur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.94,64724.0,77332.0,836131.0,925,55972.0,15.0,104661.0,75.0,UTTAR PRADESH,Ghazipur,0.0,0.0,0.0,146.0,9.0,991.0,379.0,186385.38685134277,66.0,66.33810029888896,9.0,195.0,991.0,4138.3876900050955,82767.75380010191,12415.163070015284,775.1200143379543,260.718424470321,89939.0,94077.0,10.7,2.0,16.11,6.68,94077.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Aurai,09-198-00999,320473790.30788547,Bhadohi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.94,37102.0,54886.0,540561.0,542,23373.0,6.0,162656.0,62.0,UTTAR PRADESH,Bhadohi,0.0,0.0,0.0,179.0,9.0,999.0,394.0,133597.89208946176,83.0,65.50930585063426,9.0,198.0,999.0,4566.408492378567,91328.16984757132,13699.2254771357,855.2883106225055,287.6837350198497,117056.0,121622.0,10.5,2.0,12.79,10.12,121622.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Rasra,09-193-00977,660574041.9441323,Ballia,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.93,53266.0,57704.0,659709.0,665,22908.0,4.0,146100.0,65.0,UTTAR PRADESH,Ballia,0.0,0.0,0.0,126.0,9.0,977.0,358.0,178074.94602988413,65.0,72.67459384805495,9.0,193.0,977.0,7716.64163340693,154332.8326681386,23149.92490022079,1445.326977937118,486.1484229046366,111163.0,118880.0,10.7,2.0,11.52,9.5,118880.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Belthara Road,09-193-00975,454602319.9103066,Ballia,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.93,37122.0,40210.0,463157.0,552,24761.0,3.0,98660.0,58.0,UTTAR PRADESH,Ballia,0.0,0.0,0.0,126.0,9.0,975.0,357.0,145623.44841212055,66.0,71.56625879365976,9.0,193.0,975.0,2083.610382080078,41672.20764160156,6250.831146240234,390.2602245635986,131.2674540710449,88997.0,91081.0,10.7,2.0,5.49,6.5,91081.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Ramsanehighat,09-176-00900,730953158.23344,Barabanki,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.9,39766.0,56463.0,565107.0,546,11432.0,3.0,144856.0,72.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,900.0,270.0,238370.90206338788,108.0,65.99469052435211,9.0,176.0,900.0,1829.8470936650815,36596.941873301635,5489.541280995245,342.7303606434698,115.28036690090016,93498.0,95328.0,11.1,2.0,2.54,5.65,95328.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Tanda,09-178-00907,602612558.163777,Ambedkar Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.96,66060.0,67226.0,787513.0,971,8497.0,2.0,156160.0,73.0,UTTAR PRADESH,Ambedkar Nagar,0.0,0.0,0.0,121.0,9.0,907.0,278.0,174497.9814507885,89.0,69.95743175008555,9.0,178.0,907.0,6849.0725575322695,136981.4511506454,20547.21767259681,1282.831290025794,431.491571124533,100207.0,107056.0,11.6,2.0,13.05,7.46,107056.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Bikapur,09-177-00906,701054717.4217612,Ayodhya,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.95,48697.0,56638.0,639166.0,458,18731.0,4.0,165255.0,65.0,UTTAR PRADESH,Ayodhya,0.0,0.0,0.0,140.0,9.0,906.0,274.0,207067.63464809116,97.0,68.80993476507679,9.0,177.0,906.0,4788.018679411515,95760.3735882303,14364.056038234548,896.7958986537768,301.64517680292545,107012.0,111800.0,10.9,2.0,6.98,8.87,111800.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Bhiti,09-178-00911,385452542.9865882,Ambedkar Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.96,33518.0,34260.0,397232.0,466,2022.0,1.0,111889.0,45.0,UTTAR PRADESH,Ambedkar Nagar,0.0,0.0,0.0,121.0,9.0,911.0,277.0,168213.8897362095,93.0,68.50665268845806,9.0,178.0,911.0,1067.8613015879755,21357.22603175951,3203.5839047639265,200.01042178742784,67.27526200004246,59206.0,60274.0,10.8,2.0,13.11,13.54,60274.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Pharenda,09-187-00946,631361422.2957226,Maharajganj,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.93,44158.0,61650.0,648885.0,545,31852.0,10.0,145743.0,80.0,UTTAR PRADESH,Maharajganj,0.0,0.0,0.0,164.0,9.0,946.0,315.0,223794.6118608037,86.0,70.92070512111758,9.0,187.0,946.0,2461.1632504670515,49223.265009341034,7383.489751401155,460.9758768124787,155.05328477942425,149051.0,151512.0,10.2,2.0,14.58,9.26,151512.0,1,1,5,4,2025-2026,0.0,0.0,0.0,0.0,0.27263519912410356,1
Mahasi,09-180-00920,1147998608.5003364,Bahraich,2025_12,551372.0,0.0,0.0,551372.0,0.0,0.0,811.0,0.0,0.0,0.0,0.0,0.0,0.88,51129.0,94959.0,810642.0,906,0.0,0.0,101063.0,75.0,UTTAR PRADESH,Bahraich,0.0,0.0,0.0,125.0,9.0,920.0,285.0,216997.47277436563,116.0,62.471288768123635,9.0,180.0,920.0,0.0,0.0,0.0,0.0,0.0,148394.0,148394.0,11.1,2.0,29.54,18.59,148394.0,2,2,4,1,2025-2026,551371.5700000001,551371.5700000001,0.0,0.0,0.27263270561649333,1
Deoria,09-190-00959,1160864019.88409,Deoria,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,0.0,1.01,119328.0,130519.0,1455101.0,1570,30424.0,7.0,315538.0,181.0,UTTAR PRADESH,Deoria,0.0,0.0,0.0,137.0,9.0,959.0,339.0,239407.678837054,75.0,69.90555088382415,9.0,190.0,959.0,14707.674799380096,294153.4959876019,44123.02439814029,2754.747489923892,926.583512360946,194011.0,208719.0,11.0,2.0,23.21,6.85,208719.0,3,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.27036387278706553,1
Mirzapur,09-199-01000,1424644522.791776,Mirzapur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.89,114694.0,163091.0,1632942.0,1104,76167.0,19.0,294541.0,140.0,UTTAR PRADESH,Mirzapur,0.0,0.0,0.0,170.0,9.0,1000.0,397.0,312340.5277407958,99.0,69.0904299972994,9.0,199.0,1000.0,19173.12649934188,383462.5299868377,57519.37949802564,3591.126593326734,1207.9069694585385,236829.0,256002.0,11.6,2.0,28.18,9.5,256002.0,3,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.27036387278706553,1
Maharajganj,09-187-00947,1381506980.0896623,Maharajganj,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,989.0,0.0,0.0,0.0,0.0,0.0,0.93,106906.0,149595.0,1549148.0,1011,13807.0,4.0,295881.0,147.0,UTTAR PRADESH,Maharajganj,0.0,0.0,0.0,164.0,9.0,947.0,319.0,288930.82814822695,88.0,63.71778402277464,9.0,187.0,947.0,3070.290978473166,61405.81956946332,9210.872935419498,575.0655002680239,193.42833164380943,259883.0,262953.0,10.8,2.0,14.08,6.54,262953.0,3,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.27036387278706553,1
Kunda,09-173-00881,1324830076.372855,Pratapgarh,2025_12,1161404.0,0.0,939744.0,221660.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.99,91879.0,98054.0,1167526.0,1040,39728.0,8.0,269480.0,127.0,UTTAR PRADESH,Pratapgarh,0.0,0.0,0.0,174.0,9.0,881.0,245.0,303641.0461622564,102.0,71.77873168524071,9.0,173.0,881.0,6974.693285071333,139493.86570142666,20924.079855213997,1306.3600522938607,439.405676959494,304646.0,311621.0,10.8,2.0,4.28,11.64,311621.0,3,1,3,4,2025-2026,1161404.34,221660.16,0.0,939744.18,0.26698811109762466,1
Gonda,09-183-00928,1483023819.65607,Gonda,2025_12,701989.0,0.0,701989.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.91,103450.0,159728.0,1569283.0,1901,77003.0,18.0,210567.0,121.0,UTTAR PRADESH,Gonda,0.0,0.0,0.0,147.0,9.0,928.0,295.0,280444.63762818376,106.0,69.95399515407979,9.0,183.0,928.0,22339.21783447266,446784.3566894532,67017.65350341798,4184.135500396729,1407.3707235717775,260973.0,283312.0,11.2,2.0,8.84,11.31,283312.0,3,1,3,4,2025-2026,701989.1000000001,0.0,0.0,701989.1000000001,0.26698811109762466,1
Phulpur,09-191-00968,861375640.3434215,Azamgarh,2025_12,216886.0,0.0,0.0,216886.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,1.01,64059.0,73137.0,803872.0,970,21097.0,5.0,203827.0,91.0,UTTAR PRADESH,Azamgarh,0.0,0.0,0.0,123.0,9.0,968.0,349.0,224499.0712360532,83.0,63.98970527691782,9.0,191.0,968.0,2287.2811756963315,45745.62351392663,6861.843527088995,428.40776420792287,144.09871406886887,150706.0,152993.0,10.5,2.0,4.17,6.22,152993.0,2,1,4,4,2025-2026,216885.75,216885.75,0.0,0.0,0.2621450693405803,1
Etawah,09-161-00838,820563780.0420132,Etawah,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.86,55797.0,66294.0,747810.0,1000,57681.0,17.0,204206.0,54.0,UTTAR PRADESH,Etawah,0.0,0.0,0.0,139.0,9.0,838.0,200.0,214190.79226098725,144.0,69.2504082884083,9.0,161.0,838.0,24597.485139266308,491949.70278532617,73792.45541779892,4607.108966584579,1549.6415637737773,67947.0,92544.0,12.7,2.0,14.87,8.59,92544.0,1,2,1,3,2025-2026,4223698.0,0.0,0.0,4223698.0,0.2609518608673617,1
Basti,09-185-00939,1080521224.7044394,Basti,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.95,81197.0,106627.0,1104043.0,1466,23214.0,4.0,331740.0,120.0,UTTAR PRADESH,Basti,0.0,0.0,0.0,131.0,9.0,939.0,311.0,219502.8523701472,85.0,70.26824119178522,9.0,185.0,939.0,15084.937876825748,301698.75753651495,45254.81363047725,2825.408864329462,950.351086240022,197920.0,213005.0,11.6,2.0,13.72,5.69,213005.0,2,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.2478605343604606,1
Colonelganj,09-183-00929,1301308701.793101,Gonda,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,933.0,0.0,0.0,0.0,0.0,0.0,0.91,79402.0,122424.0,1197257.0,1036,32856.0,9.0,118545.0,105.0,UTTAR PRADESH,Gonda,0.0,0.0,0.0,147.0,9.0,929.0,297.0,237911.11057140745,104.0,63.88635184062903,9.0,183.0,929.0,6082.274063773777,121645.48127547554,18246.82219132133,1139.2099321448284,383.18326601774794,201092.0,207174.0,10.4,2.0,7.58,8.37,207174.0,2,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.2478605343604606,1
Ballia,09-193-00978,998248351.886276,Ballia,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.93,89004.0,96684.0,1120906.0,926,43396.0,10.0,152124.0,130.0,UTTAR PRADESH,Ballia,0.0,0.0,0.0,126.0,9.0,978.0,361.0,286842.65669246716,59.0,66.74018330110148,9.0,193.0,978.0,21258.011328655743,425160.22657311487,63774.033985967224,3981.625521857221,1339.2547137053118,204368.0,225626.0,11.5,2.0,12.95,7.09,225626.0,2,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.2478605343604606,1
Pindra,09-197-00995,854748785.2981514,Varanasi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.9,58001.0,67414.0,826748.0,1075,29660.0,6.0,302819.0,140.0,UTTAR PRADESH,Varanasi,0.0,0.0,0.0,187.0,9.0,995.0,384.0,231927.1583846042,78.0,64.60840406311853,9.0,197.0,995.0,4626.02470729662,92520.4941459324,13878.074121889862,866.454427676657,291.4395565596871,138443.0,143069.0,12.0,2.0,14.82,5.56,143069.0,2,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.2478605343604606,1
Allahabad,09-175-00890,375489053.2881683,Prayagraj,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.9,117405.0,183028.0,1736450.0,970,36815.0,13.0,105368.0,53.0,UTTAR PRADESH,Prayagraj,0.0,0.0,0.0,120.0,9.0,890.0,253.0,116200.22764937369,92.0,69.39587596578257,9.0,175.0,890.0,20816.10006581182,416322.0013162365,62448.30019743546,3898.855542326554,1311.4143041461448,33661.0,54477.0,14.2,3.0,15.15,9.42,54477.0,2,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.2478605343604606,1
